0,11000,Beograd,Srbija
1,21000,Novi Sad,Srbija
2,24000,Subotica,Srbija
3,23000,Zrenjanin,Srbija
4,26000,Pancevo,Srbija
5,31000,Osijek,Hrvatska
6,21000,Split,Hrvatska
7,10000,Zagreb,Hrvatska
